school,student,test,motive,M,m,N.m,n.m,w
428,28032,0.304299669,2.379867382,500,100,224,69,16.23188406
428,28033,-0.653693875,-0.756559295,500,100,224,69,16.23188406
428,28034,-0.703959153,-0.402316947,500,100,224,69,16.23188406
428,28035,-0.280449896,1.341866386,500,100,224,69,16.23188406
428,28036,-0.872177329,-0.586093324,500,100,224,69,16.23188406
428,28037,-0.933096497,0.964921993,500,100,224,69,16.23188406
428,28038,-0.867142414,-0.576573141,500,100,224,69,16.23188406
428,28039,-0.253589063,1.497626712,500,100,224,69,16.23188406
453,29700,0.11039994,-0.810482616,500,100,233,133,8.759398496
453,29701,0.692811431,-0.014459326,500,100,233,133,8.759398496
453,29702,0.528428202,0.112545586,500,100,233,133,8.759398496
453,29703,-0.319339549,-1.427864431,500,100,233,133,8.759398496
453,29704,1.383796061,1.890196515,500,100,233,133,8.759398496
453,29705,0.140007367,-0.104707537,500,100,233,133,8.759398496
453,29706,1.123478882,0.776521225,500,100,233,133,8.759398496
453,29707,0.766376856,0.291520368,500,100,233,133,8.759398496
453,29708,0.507660792,0.115411199,500,100,233,133,8.759398496
453,29709,1.435296216,2.111776538,500,100,233,133,8.759398496
453,29710,1.230426891,0.832296874,500,100,233,133,8.759398496
453,29711,0.605890875,0.103389542,500,100,233,133,8.759398496
453,29712,0.69457339,0.356513251,500,100,233,133,8.759398496
453,29713,1.498680993,1.55409473,500,100,233,133,8.759398496
453,29714,-0.222044406,-1.364145568,500,100,233,133,8.759398496
453,29715,0.449792571,-0.087132055,500,100,233,133,8.759398496
453,29716,1.762864009,1.944827421,500,100,233,133,8.759398496
453,29717,0.627369115,0.257314021,500,100,233,133,8.759398496
453,29718,0.962585993,0.585535713,500,100,233,133,8.759398496
453,29719,-0.020182793,-1.243224986,500,100,233,133,8.759398496
453,29720,0.589550629,-0.444370287,500,100,233,133,8.759398496
453,29721,0.595194472,-0.328062605,500,100,233,133,8.759398496
453,29722,0.728183525,0.878059544,500,100,233,133,8.759398496
453,29723,0.144789883,-0.1115954,500,100,233,133,8.759398496
453,29724,-0.439065368,-1.320450331,500,100,233,133,8.759398496
453,29725,0.685035537,0.330624721,500,100,233,133,8.759398496
453,29726,0.810414898,0.13162871,500,100,233,133,8.759398496
453,29727,0.217838553,-0.534855584,500,100,233,133,8.759398496
453,29728,0.035771758,-0.658502484,500,100,233,133,8.759398496
453,29729,0.220245625,-0.340119811,500,100,233,133,8.759398496
453,29730,0.471004811,-0.019964885,500,100,233,133,8.759398496
453,29731,0.24278762,-0.128559603,500,100,233,133,8.759398496
453,29732,0.207712479,-0.365229593,500,100,233,133,8.759398496
453,29733,0.484390768,-0.743906888,500,100,233,133,8.759398496
453,29734,-0.468420289,-2.00914006,500,100,233,133,8.759398496
453,29735,0.026683764,-0.660068389,500,100,233,133,8.759398496
453,29736,1.021939069,0.630707925,500,100,233,133,8.759398496
453,29737,0.664722675,-0.101387728,500,100,233,133,8.759398496
453,29738,0.622627658,0.462397205,500,100,233,133,8.759398496
453,29739,-0.203124019,-1.657010006,500,100,233,133,8.759398496
453,29740,0.944933734,0.516493021,500,100,233,133,8.759398496
453,29741,0.427374067,0.35050235,500,100,233,133,8.759398496
453,29742,1.21183435,0.886526722,500,100,233,133,8.759398496
453,29743,0.954601883,0.312320606,500,100,233,133,8.759398496
453,29744,0.285814357,0.061780369,500,100,233,133,8.759398496
453,29745,0.931961586,0.26474476,500,100,233,133,8.759398496
453,29746,-0.030767213,-1.402199573,500,100,233,133,8.759398496
453,29747,1.498515839,2.034492408,500,100,233,133,8.759398496
453,29748,-0.104106512,-0.82284836,500,100,233,133,8.759398496
453,29749,0.950471826,0.421362289,500,100,233,133,8.759398496
453,29750,0.968571148,0.649565567,500,100,233,133,8.759398496
453,29751,0.019910735,-0.788616754,500,100,233,133,8.759398496
453,29752,0.522663838,-0.359475908,500,100,233,133,8.759398496
453,29753,-0.120511314,-0.73534052,500,100,233,133,8.759398496
453,29754,-0.084615187,-1.263618686,500,100,233,133,8.759398496
453,29755,0.840446317,0.542557198,500,100,233,133,8.759398496
453,29756,-0.139924273,-1.439516352,500,100,233,133,8.759398496
453,29757,0.791339183,-0.028614821,500,100,233,133,8.759398496
453,29758,1.302538405,1.77200246,500,100,233,133,8.759398496
453,29759,0.274011713,-0.481054693,500,100,233,133,8.759398496
453,29760,-0.282255893,-1.588486137,500,100,233,133,8.759398496
453,29761,0.620065029,0.000365678,500,100,233,133,8.759398496
453,29762,-0.736651244,-2.10277354,500,100,233,133,8.759398496
453,29763,-0.016279475,-0.517814823,500,100,233,133,8.759398496
453,29764,0.919128626,0.111102724,500,100,233,133,8.759398496
453,29765,0.719317536,0.675288913,500,100,233,133,8.759398496
453,29766,0.651441267,0.321648687,500,100,233,133,8.759398496
453,29767,0.207451422,-0.837240858,500,100,233,133,8.759398496
453,29768,0.921394777,0.450967603,500,100,233,133,8.759398496
453,29769,0.658561116,0.345948137,500,100,233,133,8.759398496
453,29770,1.443673723,1.643607444,500,100,233,133,8.759398496
453,29771,0.165710217,-0.529210474,500,100,233,133,8.759398496
453,29772,0.499956742,0.253402796,500,100,233,133,8.759398496
453,29773,-0.067103824,-1.073861266,500,100,233,133,8.759398496
453,29774,1.06712639,1.422364717,500,100,233,133,8.759398496
453,29775,0.852188947,0.548331834,500,100,233,133,8.759398496
453,29776,0.396860447,-0.297571727,500,100,233,133,8.759398496
453,29777,1.346674978,1.046924943,500,100,233,133,8.759398496
453,29778,-0.689304573,-1.610841466,500,100,233,133,8.759398496
453,29779,-0.08109781,-0.598870571,500,100,233,133,8.759398496
453,29780,-0.094469138,-0.729786754,500,100,233,133,8.759398496
453,29781,0.827972019,-0.035967918,500,100,233,133,8.759398496
453,29782,-0.113219966,-0.784084488,500,100,233,133,8.759398496
453,29783,0.674000131,1.327185145,500,100,233,133,8.759398496
453,29784,0.685079803,0.579373509,500,100,233,133,8.759398496
453,29785,0.019015457,-0.460484085,500,100,233,133,8.759398496
453,29786,1.149133594,1.682799729,500,100,233,133,8.759398496
453,29787,0.647926365,0.133802694,500,100,233,133,8.759398496
453,29788,1.049248955,0.995636985,500,100,233,133,8.759398496
453,29789,0.984675838,0.539086571,500,100,233,133,8.759398496
453,29790,0.175785922,-1.107406951,500,100,233,133,8.759398496
453,29791,0.543772877,-0.525406831,500,100,233,133,8.759398496
453,29792,0.733927779,-0.441630358,500,100,233,133,8.759398496
453,29793,0.900595097,0.203223774,500,100,233,133,8.759398496
453,29794,0.709941341,0.232901572,500,100,233,133,8.759398496
453,29795,0.494785213,-0.295905615,500,100,233,133,8.759398496
453,29796,0.205603304,-0.251169113,500,100,233,133,8.759398496
453,29797,0.054338481,-0.59611864,500,100,233,133,8.759398496
453,29798,-0.250632143,-1.685247167,500,100,233,133,8.759398496
453,29799,-0.597125175,-1.917265219,500,100,233,133,8.759398496
453,29800,0.982010417,0.732759838,500,100,233,133,8.759398496
453,29801,-0.308603706,-0.721709039,500,100,233,133,8.759398496
453,29802,-0.283125376,-2.015244181,500,100,233,133,8.759398496
453,29803,0.062178741,-1.059053841,500,100,233,133,8.759398496
453,29804,0.629125915,0.555452981,500,100,233,133,8.759398496
453,29805,0.363579048,-0.031690461,500,100,233,133,8.759398496
453,29806,-0.153475781,-1.068908297,500,100,233,133,8.759398496
453,29807,1.33470917,1.699966154,500,100,233,133,8.759398496
453,29808,0.300729989,-0.837861874,500,100,233,133,8.759398496
453,29809,-0.657998685,-2.275554279,500,100,233,133,8.759398496
453,29810,0.176172291,-0.457717149,500,100,233,133,8.759398496
453,29811,1.510726195,1.762587872,500,100,233,133,8.759398496
453,29812,0.007514843,-0.077980799,500,100,233,133,8.759398496
453,29813,0.066642413,-0.519989793,500,100,233,133,8.759398496
453,29814,0.533093099,0.510234144,500,100,233,133,8.759398496
453,29815,-0.301943348,-1.53349563,500,100,233,133,8.759398496
453,29816,0.276184391,0.057408167,500,100,233,133,8.759398496
453,29817,0.254067579,-0.422358255,500,100,233,133,8.759398496
453,29818,0.735419957,-0.54059661,500,100,233,133,8.759398496
453,29819,0.231469166,-1.208953203,500,100,233,133,8.759398496
453,29820,-0.046702955,-1.112210888,500,100,233,133,8.759398496
453,29821,1.137412058,0.864241278,500,100,233,133,8.759398496
453,29822,-0.572507353,-1.151176565,500,100,233,133,8.759398496
453,29823,-0.161598745,-1.173628609,500,100,233,133,8.759398496
453,29824,1.251937789,1.12311873,500,100,233,133,8.759398496
453,29825,1.550713158,1.672951783,500,100,233,133,8.759398496
453,29826,0.402262415,0.146059875,500,100,233,133,8.759398496
453,29827,-0.164003155,-1.189578654,500,100,233,133,8.759398496
453,29828,0.131645274,0.055986728,500,100,233,133,8.759398496
453,29829,-0.031327568,-0.785326329,500,100,233,133,8.759398496
453,29830,-0.223713543,-1.226954791,500,100,233,133,8.759398496
453,29831,-0.349890606,-1.062591363,500,100,233,133,8.759398496
453,29832,-0.071504915,-1.359087235,500,100,233,133,8.759398496
177,11699,2.019529054,-0.329158114,500,100,215,35,30.71428571
177,11700,2.083978991,0.281414819,500,100,215,35,30.71428571
177,11701,1.261763162,-1.044267807,500,100,215,35,30.71428571
177,11702,2.476703355,1.088614984,500,100,215,35,30.71428571
177,11703,2.001099747,1.312673166,500,100,215,35,30.71428571
177,11704,2.097215718,-0.085399604,500,100,215,35,30.71428571
177,11705,1.512631449,-0.102524064,500,100,215,35,30.71428571
177,11706,2.179857008,1.012652287,500,100,215,35,30.71428571
177,11707,1.872896054,0.975510295,500,100,215,35,30.71428571
177,11708,1.843062781,0.570940813,500,100,215,35,30.71428571
177,11709,1.474197622,-0.941607861,500,100,215,35,30.71428571
177,11710,1.4511104,-1.228869848,500,100,215,35,30.71428571
177,11711,2.93363067,1.963857074,500,100,215,35,30.71428571
177,11712,2.127259962,1.59215455,500,100,215,35,30.71428571
177,11713,2.197012807,1.217942691,500,100,215,35,30.71428571
177,11714,1.575491368,-1.469469753,500,100,215,35,30.71428571
177,11715,2.807291504,2.661976643,500,100,215,35,30.71428571
177,11716,1.730928228,-0.333298649,500,100,215,35,30.71428571
177,11717,2.350374573,1.180086495,500,100,215,35,30.71428571
177,11718,1.628132986,-0.261865149,500,100,215,35,30.71428571
177,11719,2.48260913,2.181469866,500,100,215,35,30.71428571
177,11720,1.377023581,-0.75448242,500,100,215,35,30.71428571
177,11721,1.743659841,-1.265161664,500,100,215,35,30.71428571
177,11722,1.942188184,0.015567689,500,100,215,35,30.71428571
177,11723,2.318552182,0.413524575,500,100,215,35,30.71428571
177,11724,1.327005002,-1.110264963,500,100,215,35,30.71428571
177,11725,1.79079987,-0.094846739,500,100,215,35,30.71428571
177,11726,1.859584559,-0.099933838,500,100,215,35,30.71428571
177,11727,1.758993826,0.708801485,500,100,215,35,30.71428571
177,11728,1.691766674,0.535354068,500,100,215,35,30.71428571
177,11729,1.578322747,-0.233243831,500,100,215,35,30.71428571
177,11730,1.64810793,-0.311083393,500,100,215,35,30.71428571
177,11731,1.778420974,0.024425153,500,100,215,35,30.71428571
177,11732,1.833103774,-0.356574027,500,100,215,35,30.71428571
177,11733,1.701113981,-1.099021166,500,100,215,35,30.71428571
37,2455,0.602192634,-0.002172498,500,100,131,27,24.25925926
37,2456,0.817402303,0.147446958,500,100,131,27,24.25925926
37,2457,0.327740808,-1.041736116,500,100,131,27,24.25925926
37,2458,0.715588366,-0.646156715,500,100,131,27,24.25925926
37,2459,0.562681405,-0.191224988,500,100,131,27,24.25925926
37,2460,0.838174656,1.682203918,500,100,131,27,24.25925926
37,2461,0.937477003,1.478271594,500,100,131,27,24.25925926
37,2462,0.747475283,1.441496104,500,100,131,27,24.25925926
37,2463,0.797076461,0.365872133,500,100,131,27,24.25925926
37,2464,0.465072247,0.479533883,500,100,131,27,24.25925926
37,2465,0.507917488,0.091389277,500,100,131,27,24.25925926
37,2466,0.664199747,-1.175657394,500,100,131,27,24.25925926
37,2467,0.289581263,-1.062627361,500,100,131,27,24.25925926
37,2468,0.571871747,-0.134334381,500,100,131,27,24.25925926
37,2469,0.699081364,-0.092293387,500,100,131,27,24.25925926
37,2470,0.612491625,-0.236004321,500,100,131,27,24.25925926
37,2471,0.416450679,0.174701995,500,100,131,27,24.25925926
37,2472,0.452831192,-0.179265133,500,100,131,27,24.25925926
37,2473,0.557264252,0.054140852,500,100,131,27,24.25925926
37,2474,0.667519507,0.647971592,500,100,131,27,24.25925926
37,2475,0.377878821,1.848027911,500,100,131,27,24.25925926
37,2476,0.543463611,0.804234381,500,100,131,27,24.25925926
37,2477,0.554280302,-0.518135052,500,100,131,27,24.25925926
37,2478,0.431031247,0.654945101,500,100,131,27,24.25925926
37,2479,0.247409838,0.367340324,500,100,131,27,24.25925926
37,2480,0.470092729,-0.517263711,500,100,131,27,24.25925926
37,2481,0.532807298,-1.230695478,500,100,131,27,24.25925926
125,8383,0.418628666,-0.139467823,500,100,139,95,7.315789474
125,8384,0.544703594,-0.566718034,500,100,139,95,7.315789474
125,8385,0.338910749,-0.486774988,500,100,139,95,7.315789474
125,8386,0.577977056,-0.460729727,500,100,139,95,7.315789474
125,8387,0.889308376,0.37710724,500,100,139,95,7.315789474
125,8388,0.686030792,-0.48242971,500,100,139,95,7.315789474
125,8389,0.902285004,-0.282770613,500,100,139,95,7.315789474
125,8390,2.430852663,2.301674284,500,100,139,95,7.315789474
125,8391,0.482926475,-0.358822019,500,100,139,95,7.315789474
125,8392,0.521103104,-0.289651185,500,100,139,95,7.315789474
125,8393,1.030304225,0.33209658,500,100,139,95,7.315789474
125,8394,0.572982467,-0.409271864,500,100,139,95,7.315789474
125,8395,-0.671858159,-2.256540622,500,100,139,95,7.315789474
125,8396,-0.146061691,-1.47473841,500,100,139,95,7.315789474
125,8397,0.04902361,-1.043489802,500,100,139,95,7.315789474
125,8398,0.528034263,-0.65141976,500,100,139,95,7.315789474
125,8399,0.483377392,-0.573930913,500,100,139,95,7.315789474
125,8400,1.469771139,0.405491479,500,100,139,95,7.315789474
125,8401,1.173757813,0.753376695,500,100,139,95,7.315789474
125,8402,0.612644563,-0.792555922,500,100,139,95,7.315789474
125,8403,0.004545987,-1.06846248,500,100,139,95,7.315789474
125,8404,2.109532969,1.412545262,500,100,139,95,7.315789474
125,8405,1.362199943,0.838288893,500,100,139,95,7.315789474
125,8406,0.74043456,-0.048252926,500,100,139,95,7.315789474
125,8407,0.591284004,-0.72291315,500,100,139,95,7.315789474
125,8408,1.964638037,1.402463807,500,100,139,95,7.315789474
125,8409,1.755721749,1.388479341,500,100,139,95,7.315789474
125,8410,1.342630127,0.645892055,500,100,139,95,7.315789474
125,8411,0.998122326,-0.164435471,500,100,139,95,7.315789474
125,8412,1.216736333,0.964877765,500,100,139,95,7.315789474
125,8413,1.204004808,1.035030296,500,100,139,95,7.315789474
125,8414,0.841824579,-0.089877519,500,100,139,95,7.315789474
125,8415,1.941016018,1.307675507,500,100,139,95,7.315789474
125,8416,1.8513147,1.615161103,500,100,139,95,7.315789474
125,8417,1.217876145,0.498635168,500,100,139,95,7.315789474
125,8418,1.15372097,0.406786101,500,100,139,95,7.315789474
125,8419,1.85846286,1.713706409,500,100,139,95,7.315789474
125,8420,1.155619284,-0.211443099,500,100,139,95,7.315789474
125,8421,1.079494917,0.795289218,500,100,139,95,7.315789474
125,8422,0.13843071,-0.671736603,500,100,139,95,7.315789474
125,8423,0.419867887,-0.620353252,500,100,139,95,7.315789474
125,8424,1.072283356,0.137799154,500,100,139,95,7.315789474
125,8425,0.830344857,0.859833916,500,100,139,95,7.315789474
125,8426,-0.046913107,-1.292917716,500,100,139,95,7.315789474
125,8427,1.442285629,0.099753039,500,100,139,95,7.315789474
125,8428,1.094003177,-0.098725223,500,100,139,95,7.315789474
125,8429,0.926733125,0.180449001,500,100,139,95,7.315789474
125,8430,0.206142093,-1.428855486,500,100,139,95,7.315789474
125,8431,0.220634346,-0.98389702,500,100,139,95,7.315789474
125,8432,0.23572583,-0.800042439,500,100,139,95,7.315789474
125,8433,0.342477115,-0.778785669,500,100,139,95,7.315789474
125,8434,0.903279188,0.281200987,500,100,139,95,7.315789474
125,8435,0.527971388,-0.562434086,500,100,139,95,7.315789474
125,8436,0.854823569,0.553273592,500,100,139,95,7.315789474
125,8437,0.888354812,0.757142804,500,100,139,95,7.315789474
125,8438,0.369354158,-1.092261854,500,100,139,95,7.315789474
125,8439,1.08639358,-0.056644276,500,100,139,95,7.315789474
125,8440,1.239985886,0.626029693,500,100,139,95,7.315789474
125,8441,0.543778312,-0.439406776,500,100,139,95,7.315789474
125,8442,-0.667789103,-1.837514964,500,100,139,95,7.315789474
125,8443,0.923566372,-0.083326658,500,100,139,95,7.315789474
125,8444,0.047277461,-1.243303668,500,100,139,95,7.315789474
125,8445,1.606741674,1.277029986,500,100,139,95,7.315789474
125,8446,0.516818315,-0.310590599,500,100,139,95,7.315789474
125,8447,1.298312712,0.741507468,500,100,139,95,7.315789474
125,8448,0.867154064,0.135310294,500,100,139,95,7.315789474
125,8449,1.348925243,1.208545249,500,100,139,95,7.315789474
125,8450,1.031977812,0.267964347,500,100,139,95,7.315789474
125,8451,1.475816078,1.355528617,500,100,139,95,7.315789474
125,8452,1.178376729,0.627412939,500,100,139,95,7.315789474
125,8453,2.891172803,3.010109034,500,100,139,95,7.315789474
125,8454,1.06728814,0.397852152,500,100,139,95,7.315789474
125,8455,2.794429876,2.67391568,500,100,139,95,7.315789474
125,8456,1.91400156,2.011991253,500,100,139,95,7.315789474
125,8457,1.264278229,0.483213377,500,100,139,95,7.315789474
125,8458,1.333653879,1.266022725,500,100,139,95,7.315789474
125,8459,0.076673764,-1.168556495,500,100,139,95,7.315789474
125,8460,0.275912128,-0.856147757,500,100,139,95,7.315789474
125,8461,1.265776715,0.102527985,500,100,139,95,7.315789474
125,8462,0.783185919,-0.050224396,500,100,139,95,7.315789474
125,8463,2.00046106,1.183523091,500,100,139,95,7.315789474
125,8464,1.073518474,-0.00433254,500,100,139,95,7.315789474
125,8465,0.453468294,-0.968466882,500,100,139,95,7.315789474
125,8466,1.377317003,0.48930201,500,100,139,95,7.315789474
125,8467,1.652793982,1.034496389,500,100,139,95,7.315789474
125,8468,0.732241382,-0.297777559,500,100,139,95,7.315789474
125,8469,0.44552305,-0.888556062,500,100,139,95,7.315789474
125,8470,1.038236108,0.020861148,500,100,139,95,7.315789474
125,8471,0.5492125,-1.25001601,500,100,139,95,7.315789474
125,8472,0.744303142,-0.189414691,500,100,139,95,7.315789474
125,8473,1.773540791,1.362156789,500,100,139,95,7.315789474
125,8474,0.387536905,-0.644487157,500,100,139,95,7.315789474
125,8475,1.343255023,0.483620349,500,100,139,95,7.315789474
125,8476,0.288096009,-0.816281277,500,100,139,95,7.315789474
125,8477,2.116547082,1.241212495,500,100,139,95,7.315789474
418,27386,-0.348369262,0.391394604,500,100,151,35,21.57142857
418,27387,-0.193908409,-0.321962255,500,100,151,35,21.57142857
418,27388,0.290949303,1.378308795,500,100,151,35,21.57142857
418,27389,-0.109055972,1.138423874,500,100,151,35,21.57142857
418,27390,-0.24874182,0.614434118,500,100,151,35,21.57142857
418,27391,0.147485905,0.671978516,500,100,151,35,21.57142857
418,27392,-0.051731558,0.119823896,500,100,151,35,21.57142857
418,27393,-0.031745536,0.371654405,500,100,151,35,21.57142857
418,27394,-0.570022493,-0.546185047,500,100,151,35,21.57142857
418,27395,-0.148563409,0.024743645,500,100,151,35,21.57142857
418,27396,-0.420659292,-0.92274061,500,100,151,35,21.57142857
418,27397,-0.458694081,-0.187851729,500,100,151,35,21.57142857
418,27398,-0.332901214,-0.783988694,500,100,151,35,21.57142857
418,27399,-0.128178845,0.0347879,500,100,151,35,21.57142857
418,27400,-0.70865205,-0.83237194,500,100,151,35,21.57142857
418,27401,-0.257377826,-0.904556628,500,100,151,35,21.57142857
418,27402,-0.33250463,1.095434485,500,100,151,35,21.57142857
418,27403,-0.035954212,0.475922973,500,100,151,35,21.57142857
418,27404,-0.241238647,-0.470911692,500,100,151,35,21.57142857
418,27405,-0.429080301,-0.95495183,500,100,151,35,21.57142857
418,27406,-0.824889037,-1.682867334,500,100,151,35,21.57142857
418,27407,-0.616200676,0.527458162,500,100,151,35,21.57142857
418,27408,-0.606241411,-0.870197879,500,100,151,35,21.57142857
418,27409,0.415840944,2.176918395,500,100,151,35,21.57142857
418,27410,-0.238888779,0.521087341,500,100,151,35,21.57142857
418,27411,-0.184908649,0.094232856,500,100,151,35,21.57142857
418,27412,-0.047605522,0.506111484,500,100,151,35,21.57142857
418,27413,-0.679659323,-0.370487499,500,100,151,35,21.57142857
418,27414,-0.137157821,-0.37024823,500,100,151,35,21.57142857
418,27415,-0.64065297,-0.191491153,500,100,151,35,21.57142857
418,27416,0.127121771,1.146269111,500,100,151,35,21.57142857
418,27417,-0.535445853,0.298366422,500,100,151,35,21.57142857
418,27418,-0.168888742,-0.047836574,500,100,151,35,21.57142857
418,27419,-0.122081415,0.585868599,500,100,151,35,21.57142857
418,27420,-0.011484803,0.541101852,500,100,151,35,21.57142857
365,23520,0.904399325,-0.452532652,500,100,182,74,12.2972973
365,23521,2.78249323,2.145650218,500,100,182,74,12.2972973
365,23522,1.411436728,-0.006215927,500,100,182,74,12.2972973
365,23523,-0.832419452,-2.280122787,500,100,182,74,12.2972973
365,23524,1.285443452,0.080568775,500,100,182,74,12.2972973
365,23525,2.060736589,1.494944426,500,100,182,74,12.2972973
365,23526,-0.99381403,-2.693849668,500,100,182,74,12.2972973
365,23527,0.947529792,0.059751884,500,100,182,74,12.2972973
365,23528,0.888142301,-0.058746807,500,100,182,74,12.2972973
365,23529,0.446140613,-0.870976318,500,100,182,74,12.2972973
365,23530,1.382387,0.646790397,500,100,182,74,12.2972973
365,23531,1.404541652,0.710369158,500,100,182,74,12.2972973
365,23532,1.212985816,0.243990388,500,100,182,74,12.2972973
365,23533,0.464926353,-0.410336529,500,100,182,74,12.2972973
365,23534,0.97686604,0.058170346,500,100,182,74,12.2972973
365,23535,1.211378891,0.247742297,500,100,182,74,12.2972973
365,23536,1.171341998,0.185906817,500,100,182,74,12.2972973
365,23537,1.453319515,0.479259665,500,100,182,74,12.2972973
365,23538,0.999397646,0.041162317,500,100,182,74,12.2972973
365,23539,0.340692416,-0.970269794,500,100,182,74,12.2972973
365,23540,0.379915606,-0.866450589,500,100,182,74,12.2972973
365,23541,0.571253579,-0.98839833,500,100,182,74,12.2972973
365,23542,0.768199112,-0.313887256,500,100,182,74,12.2972973
365,23543,0.705550179,-0.537769543,500,100,182,74,12.2972973
365,23544,0.768367031,-0.053776568,500,100,182,74,12.2972973
365,23545,0.691239844,-0.455128545,500,100,182,74,12.2972973
365,23546,0.46361855,-0.41356864,500,100,182,74,12.2972973
365,23547,1.146655129,0.245475216,500,100,182,74,12.2972973
365,23548,0.33883986,-1.015208804,500,100,182,74,12.2972973
365,23549,-0.221247279,-1.370728943,500,100,182,74,12.2972973
365,23550,0.185258406,-1.25802127,500,100,182,74,12.2972973
365,23551,0.689234701,-0.716145097,500,100,182,74,12.2972973
365,23552,1.115384252,-0.362534008,500,100,182,74,12.2972973
365,23553,0.183231466,-0.993719993,500,100,182,74,12.2972973
365,23554,1.207235448,0.357359006,500,100,182,74,12.2972973
365,23555,1.585849113,0.054624149,500,100,182,74,12.2972973
365,23556,0.357170567,-0.947146175,500,100,182,74,12.2972973
365,23557,2.080332048,1.9391705,500,100,182,74,12.2972973
365,23558,1.613552196,1.100144711,500,100,182,74,12.2972973
365,23559,1.957243907,1.575523517,500,100,182,74,12.2972973
365,23560,0.423857,-0.585463386,500,100,182,74,12.2972973
365,23561,1.146588386,0.479925425,500,100,182,74,12.2972973
365,23562,1.506830514,0.58231466,500,100,182,74,12.2972973
365,23563,0.442392874,-0.588544833,500,100,182,74,12.2972973
365,23564,0.831487469,0.079123228,500,100,182,74,12.2972973
365,23565,0.236274028,-1.29514606,500,100,182,74,12.2972973
365,23566,0.676002587,-0.300738884,500,100,182,74,12.2972973
365,23567,1.751466894,0.968144819,500,100,182,74,12.2972973
365,23568,1.041442604,0.013070491,500,100,182,74,12.2972973
365,23569,1.259984318,0.588996432,500,100,182,74,12.2972973
365,23570,0.511206138,-0.392769064,500,100,182,74,12.2972973
365,23571,0.790428955,-0.021681278,500,100,182,74,12.2972973
365,23572,1.532219312,0.637513874,500,100,182,74,12.2972973
365,23573,0.743341989,-0.658447219,500,100,182,74,12.2972973
365,23574,1.450192402,0.320917587,500,100,182,74,12.2972973
365,23575,1.696227581,1.075554744,500,100,182,74,12.2972973
365,23576,0.200544776,-0.710160585,500,100,182,74,12.2972973
365,23577,1.13652962,0.199132785,500,100,182,74,12.2972973
365,23578,-0.176302576,-1.149676296,500,100,182,74,12.2972973
365,23579,1.635166635,0.960446225,500,100,182,74,12.2972973
365,23580,0.820001893,-0.043503202,500,100,182,74,12.2972973
365,23581,-0.464018686,-2.086399848,500,100,182,74,12.2972973
365,23582,1.116187877,0.798005843,500,100,182,74,12.2972973
365,23583,-0.123246121,-1.513890181,500,100,182,74,12.2972973
365,23584,1.563818116,0.850430442,500,100,182,74,12.2972973
365,23585,1.095701991,-0.670215556,500,100,182,74,12.2972973
365,23586,0.268414694,-1.003074029,500,100,182,74,12.2972973
365,23587,0.894100624,-0.012431486,500,100,182,74,12.2972973
365,23588,0.850673998,0.042023869,500,100,182,74,12.2972973
365,23589,0.797557868,-0.560559396,500,100,182,74,12.2972973
365,23590,1.00635527,0.035799136,500,100,182,74,12.2972973
365,23591,1.9236788,1.269038477,500,100,182,74,12.2972973
365,23592,1.365415795,0.228768803,500,100,182,74,12.2972973
365,23593,0.34428833,-0.790704229,500,100,182,74,12.2972973
27,1917,0.417881039,0.407622032,500,100,111,22,25.22727273
27,1918,-0.236339108,-0.375177585,500,100,111,22,25.22727273
27,1919,1.088346219,1.256289587,500,100,111,22,25.22727273
27,1920,-0.810702578,-1.329941151,500,100,111,22,25.22727273
27,1921,0.600693087,0.285064485,500,100,111,22,25.22727273
27,1922,0.522403371,0.137925177,500,100,111,22,25.22727273
27,1923,1.449094233,1.40073595,500,100,111,22,25.22727273
27,1924,1.965929879,2.296767915,500,100,111,22,25.22727273
27,1925,-0.507039924,-1.082601096,500,100,111,22,25.22727273
27,1926,0.486394561,0.314776943,500,100,111,22,25.22727273
27,1927,-0.228097836,-0.547987511,500,100,111,22,25.22727273
27,1928,1.178572165,1.088359491,500,100,111,22,25.22727273
27,1929,0.920958049,0.908353129,500,100,111,22,25.22727273
27,1930,0.386928235,0.292765286,500,100,111,22,25.22727273
27,1931,-0.609823829,-1.03435684,500,100,111,22,25.22727273
27,1932,0.138574804,-0.324270025,500,100,111,22,25.22727273
27,1933,0.798819956,0.761418844,500,100,111,22,25.22727273
27,1934,0.422720807,0.459113196,500,100,111,22,25.22727273
27,1935,-0.272608233,-0.406890429,500,100,111,22,25.22727273
27,1936,0.365939165,0.265215758,500,100,111,22,25.22727273
27,1937,0.418638255,0.419626302,500,100,111,22,25.22727273
27,1938,-1.313342521,-2.324741923,500,100,111,22,25.22727273
228,14944,0.241174721,1.90976448,500,100,122,33,18.48484848
228,14945,-0.625611086,-0.324688154,500,100,122,33,18.48484848
228,14946,-0.452181951,-0.070827408,500,100,122,33,18.48484848
228,14947,-0.279421523,0.978619015,500,100,122,33,18.48484848
228,14948,-0.333759988,-1.076058186,500,100,122,33,18.48484848
228,14949,-0.782924511,-2.190442442,500,100,122,33,18.48484848
228,14950,-0.842125978,-0.515994344,500,100,122,33,18.48484848
228,14951,-0.445973364,-0.414383614,500,100,122,33,18.48484848
228,14952,0.136041568,1.266508,500,100,122,33,18.48484848
228,14953,-0.306857176,-0.715982844,500,100,122,33,18.48484848
228,14954,-0.762098231,-1.656715846,500,100,122,33,18.48484848
